gene,module
BRD3,Desmoplastic Medulloblastoma
BRD3,Melanotic medulloblastoma
BRD4,Alopecia
BRD4,Malignant tumor of colon
BRD4,Colonic Neoplasms
BRD4,Glioblastoma
BRD4,Congenital Heart Defects
BRD4,"Hepatitis, Toxic"
BRD4,Hyperplasia
BRD4,Pulmonary Hypertension
BRD4,Medulloblastoma
BRD4,Microcephaly
BRD4,Osteosarcoma
BRD4,Prostatic Neoplasms
BRD4,Thyroid Neoplasm
BRD4,"Polycystic Kidney, Autosomal Dominant"
BRD4,Pseudopelade
BRD4,Thyroid Gland Follicular Adenoma
BRD4,Androgenetic Alopecia
BRD4,Medullomyoblastoma
BRD4,Female pattern alopecia (disorder)
BRD4,Cornelia De Lange Syndrome
BRD4,Childhood Medulloblastoma
BRD4,Adult Medulloblastoma
BRD4,Giant Cell Glioblastoma
BRD4,Malignant neoplasm of prostate
BRD4,Thyroid carcinoma
BRD4,Desmoplastic Medulloblastoma
BRD4,Drug-Induced Liver Disease
BRD4,"Polycystic Kidney, Type 1 Autosomal Dominant Disease"
BRD4,"Hepatitis, Drug-Induced"
BRD4,Melanotic medulloblastoma
BRD4,Glioblastoma Multiforme
BRD4,NUT midline carcinoma
BRD4,Congenital muscular hypertrophy-cerebral syndrome
BRD4,Cornelia de Lange Syndrome 3
BRD4,"Polycystic kidney disease, type 2"
BRD4,Drug-Induced Acute Liver Injury
BRD4,Intellectual Disability
BRD4,Abnormality of the face
BRD4,"Alopecia, Male Pattern"
BRD4,Chemical and Drug Induced Liver Injury
BRD4,Chemically-Induced Liver Toxicity
BRD4,Cornelia de Lange Syndrome 1
BRD8,Endometriosis
BRD8,Endometrioma
BRD9,Sezary Syndrome
BRDT,Gastric Adenocarcinoma
BRDT,SPERMATOGENIC FAILURE 21
BRF1,Colorectal Carcinoma
BRF1,Intellectual Disability
BRF1,CEREBELLOFACIODENTAL SYNDROME
BRINP1,Colorectal Carcinoma
BRIP1,Malignant neoplasm of breast
BRIP1,Fanconi Anemia
BRIP1,leukemia
BRIP1,Acute monocytic leukemia
BRIP1,"Leukemia, Myelocytic, Acute"
BRIP1,Pancytopenia
BRIP1,Miller Dieker syndrome
BRIP1,Malignant Head and Neck Neoplasm
BRIP1,Neoplasm of uncertain or unknown behavior of breast
BRIP1,Hereditary Breast and Ovarian Cancer Syndrome
BRIP1,Breast Carcinoma
BRIP1,Breast adenocarcinoma
BRIP1,ovarian neoplasm
BRIP1,Malignant neoplasm of ovary
BRIP1,"Mammary Neoplasms, Human"
BRIP1,Mammary Neoplasms
BRIP1,"FANCONI ANEMIA, COMPLEMENTATION GROUP J"
BRIP1,Bone marrow hypocellularity
BRIP1,MYELODYSPLASTIC SYNDROME
BRIP1,Abnormality of radial ray
BRIP1,"Mammary Carcinoma, Human"
BRMS1,Neoplasm Invasiveness
BRMS1,Neoplasm Metastasis
BRPF1,Prostatic Neoplasms
BRPF1,Malignant neoplasm of prostate
BRPF1,INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND PTOSIS
BRSK1,Gastric Adenocarcinoma
BRSK1,Metastatic melanoma
BRSK1,Large cell carcinoma of lung
BRSK2,Autistic Disorder
BRSK2,Abnormal behavior
BRSK2,Global developmental delay
BRSK2,Neurodevelopmental Disorders
BRSK2,Intellectual Disability
BRWD1,Oligospermia
BRWD3,Macrocephaly
BRWD3,PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME
BRWD3,"Mental Retardation, X-Linked"
BRWD3,"MENTAL RETARDATION, X-LINKED 93 (disorder)"
BRWD3,Intellectual Disability
BSCL2,Lipodystrophy
BSCL2,Oligospermia
BSCL2,Delayed Puberty
BSCL2,Familial generalized lipodystrophy
BSCL2,Asthenozoospermia
BSCL2,Mood Disorders
BSCL2,Congenital Generalized Lipodystrophy Type 1
BSCL2,Congenital Generalized Lipodystrophy Type 2
BSCL2,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE V"
BSCL2,Spastic paraplegia 17
BSCL2,"ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY"
BSG,Arterial Fatty Streak
BSG,Neoplasm Invasiveness
BSG,Neoplasm Metastasis
BSG,"Neoplasms, Experimental"
BSG,Atheroma
BSG,AMYOTROPHIC LATERAL SCLEROSIS 1
BSG,"Amyotrophic Lateral Sclerosis, Sporadic"
BSG,"Plaque, Atherosclerotic"
BSG,Fibroatheroma
BSG,"Amyotrophic Lateral Sclerosis, Familial"
BSN,Heart Diseases
BSND,Bartter Disease
BSND,hearing impairment
BSND,"BARTTER SYNDROME, TYPE 4A"
BST1,Lung diseases
BST1,Parkinson Disease
BTBD1,Delayed Emergence from Anesthesia
BTBD1,Postoperative Residual Curarization
BTBD11,Liver neoplasms
BTBD11,Malignant neoplasm of liver
BTBD9,Restless Legs Syndrome
BTBD9,Schizophrenia
BTC,Schizophrenia
BTC,Erythropoietic Protoporphyria
BTC,Ferrochelatase deficiency
BTD,Autistic Disorder
BTD,"Hepatitis, Toxic"
BTD,Biotinidase Deficiency
BTD,Drug-Induced Liver Disease
BTD,"Hepatitis, Drug-Induced"
BTD,hearing impairment
BTD,Drug-Induced Acute Liver Injury
BTD,Chemical and Drug Induced Liver Injury
BTD,Chemically-Induced Liver Toxicity
BTG1,Multiple Myeloma
BTG1,Schizophrenia
BTG1,Juvenile-Onset Still Disease
BTG1,Juvenile arthritis
BTG1,Juvenile psoriatic arthritis
BTG1,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
BTG1,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
BTG2,Chloracne
BTG2,Liver carcinoma
BTG3,Renal Cell Carcinoma
BTG3,Cholestasis
BTG3,Juvenile-Onset Still Disease
BTG3,Conventional (Clear Cell) Renal Cell Carcinoma
BTG3,Chromophobe Renal Cell Carcinoma
BTG3,Sarcomatoid Renal Cell Carcinoma
BTG3,Collecting Duct Carcinoma of the Kidney
BTG3,Papillary Renal Cell Carcinoma
BTG3,Juvenile arthritis
BTG3,Juvenile psoriatic arthritis
BTG3,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
BTG3,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
BTK,Agammaglobulinemia
BTK,Malignant neoplasm of breast
BTK,Chronic Lymphocytic Leukemia
BTK,Hypogammaglobulinemia
BTK,X-linked agammaglobulinemia
BTK,Large cell carcinoma of lung
BTK,X-linked agammaglobulinemia with growth hormone deficiency
BTK,Neoplasm of uncertain or unknown behavior of breast
BTK,Breast Carcinoma
BTK,Breast adenocarcinoma
BTN3A2,Malignant neoplasm of breast
BTN3A2,Breast Carcinoma
BTN3A2,"Mammary Neoplasms, Human"
BTN3A2,Mammary Neoplasms
BTN3A2,"Mammary Carcinoma, Human"
BTNL2,Berylliosis
BTNL2,Sarcoidosis
BTNL2,Beryllium Disease
BTRC,Ectrodactyly
BUB1,Colorectal Carcinoma
BUB1,Colorectal Neoplasms
BUB1,Malignant neoplasm of pancreas
BUB1,Mosaic variegated aneuploidy syndrome 1
BUB1,Liver carcinoma
BUB1,Warburton Anyane Yeboa syndrome
BUB1B,Colorectal Carcinoma
BUB1B,Colorectal Neoplasms
BUB1B,Growth Disorders
BUB1B,Microcephaly
BUB1B,Embryonal Neoplasm
BUB1B,"Neoplasms, Germ Cell and Embryonal"
BUB1B,Rhabdomyosarcoma
BUB1B,Germ cell tumor
BUB1B,"Neoplasms, Embryonal and Mixed"
BUB1B,Embryonal Rhabdomyosarcoma
BUB1B,Squamous cell carcinoma of esophagus
BUB1B,Germ Cell Cancer
BUB1B,"Cancer, Embryonal"
BUB1B,"Cancer, Embryonal and Mixed"
BUB1B,Mosaic variegated aneuploidy syndrome 1
BUB1B,PREMATURE CHROMATID SEPARATION TRAIT
BUB1B,Microlissencephaly
BUB1B,Liver carcinoma
BUB1B,Warburton Anyane Yeboa syndrome
BUB1B,Chromosomal mosaicism due to mitotic instability
BUB1B,Severe Congenital Microcephaly
BUB1B,mosaic variegated aneuploidy
BUB3,Mosaic variegated aneuploidy syndrome 1
BUB3,Warburton Anyane Yeboa syndrome
BVES,Cardiac Arrhythmia
BVES,"Muscular Dystrophies, Limb-Girdle"
BVES,CARDIAC ARRHYTHMIA WITH INCREASED SERUM CREATINE KINASE
BZW1,melanoma
BZW2,Adenocarcinoma of lung (disorder)
C10orf82,Drug abuse
C10orf82,Drug habituation
C10orf82,Drug Use Disorders
C10orf82,"Organic Mental Disorders, Substance-Induced"
C10orf82,Substance Dependence
C10orf82,Substance Use Disorders
C10orf82,Substance-Related Disorders
C10orf82,Substance abuse problem
C10orf82,Drug Dependence
C10orf82,Prescription Drug Abuse
C11orf21,Chronic Lymphocytic Leukemia
C11orf68,melanoma
C11orf80,Complete hydatidiform mole
C11orf95,Ependymoma
C11orf95,RELA fusion-positive ependymoma
C12orf4,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 66"
C12orf57,Profound Mental Retardation
C12orf57,"Mental Retardation, Psychosocial"
C12orf57,Mental deficiency
C12orf57,Temtamy syndrome
C12orf57,Intellectual Disability
C12orf65,Mitochondrial Encephalomyopathies
C12orf65,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 7
C12orf65,"SPASTIC PARAPLEGIA 55, AUTOSOMAL RECESSIVE"
C12orf66,Polycystic Ovary Syndrome
C12orf66,Sclerocystic Ovaries
C12orf76,Colorectal Carcinoma
C14orf180,Liver carcinoma
C14orf28,Bipolar Disorder
C15orf41,Congenital dyserythropoietic anemia
C15orf41,"Congenital dyserythropoietic anemia, type I"
C15orf41,"Congenital dyserythropoietic anemia, type III"
C15orf41,"Congenital dyserythropoietic anemia, type II"
C15orf41,"ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ib"
C16orf58,Malignant neoplasm of breast
C19orf12,Dystonia
C19orf12,ovarian neoplasm
C19orf12,Malignant neoplasm of ovary
C19orf12,"SPASTIC PARAPLEGIA 43, AUTOSOMAL RECESSIVE"
C19orf12,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4
C19orf18,Drug abuse
C19orf18,Drug habituation
C19orf18,Drug Use Disorders
C19orf18,"Organic Mental Disorders, Substance-Induced"
C19orf18,Substance Dependence
C19orf18,Substance Use Disorders
C19orf18,Substance-Related Disorders
C19orf18,Substance abuse problem
C19orf18,Drug Dependence
C19orf18,Prescription Drug Abuse
C1D,"Alcoholic Intoxication, Chronic"
C1GALT1C1,Tn Syndrome
C1GALT1C1,"TN POLYAGGLUTINATION SYNDROME, SOMATIC"
C1orf185,Atrial Fibrillation
C1orf185,Paroxysmal atrial fibrillation
C1orf185,Persistent atrial fibrillation
C1orf185,familial atrial fibrillation
C1orf87,Malignant neoplasm of breast
C1QA,Exanthema
C1QA,IGA Glomerulonephritis
C1QA,"Glomerulonephritis, Membranoproliferative"
C1QA,Immune Complex Diseases
C1QA,"Liver Cirrhosis, Experimental"
C1QA,"Lupus Erythematosus, Systemic"
C1QA,Libman-Sacks Disease
C1QA,"Membranoproliferative Glomerulonephritis, Type I"
C1QA,"Membranoproliferative Glomerulonephritis, Type II"
C1QA,Complement deficiency disease
C1QA,"Membranoproliferative Glomerulonephritis, Type III"
C1QA,C1q DEFICIENCY
C1QA,SYSTEMIC LUPUS ERYTHEMATOSUS 16
C1QB,Antibody Deficiency Syndrome
C1QB,Malignant neoplasm of breast
C1QB,Corpus Luteum Cyst
C1QB,IGA Glomerulonephritis
C1QB,Immunologic Deficiency Syndromes
C1QB,Liver Cirrhosis
C1QB,"Liver Cirrhosis, Experimental"
C1QB,"Lupus Erythematosus, Systemic"
C1QB,Ovarian Cysts
C1QB,Schizophrenia
C1QB,Myocardial Ischemia
C1QB,"Fibrosis, Liver"
C1QB,Complement deficiency disease
C1QB,C1q DEFICIENCY
C1QBP,Malignant neoplasm of breast
C1QBP,Breast Carcinoma
C1QBP,"Mammary Neoplasms, Human"
C1QBP,Mammary Neoplasms
C1QBP,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33
C1QBP,"Mammary Carcinoma, Human"
C1QC,"Liver Cirrhosis, Experimental"
C1QC,Complement deficiency disease
C1QC,C1q DEFICIENCY
C1QTNF5,Disorder of eye
C1QTNF5,Lens Diseases
C1QTNF5,Retinal Degeneration
C1QTNF5,Retinitis Pigmentosa
C1QTNF5,Age related macular degeneration
C1QTNF5,LATE-ONSET RETINAL DEGENERATION (disorder)
C1QTNF6,"Diabetes Mellitus, Insulin-Dependent"
C1QTNF6,"Diabetes, Autoimmune"
C1QTNF6,Brittle diabetes
C1QTNF6,"Diabetes Mellitus, Ketosis-Prone"
C1QTNF6,"Diabetes Mellitus, Sudden-Onset"
C1R,Endometriosis
C1R,"Lupus Erythematosus, Systemic"
C1R,Paratuberculosis
C1R,"Ehlers-Danlos Syndrome, Type VIII"
C1R,Endometrioma
C1R,Complement deficiency disease
C1R,"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1"
C1S,Autoimmune Diseases
C1S,"Lupus Erythematosus, Systemic"
C1S,Autoimmune Chronic Hepatitis
C1S,"Ehlers-Danlos Syndrome, Type VIII"
C1S,Complement deficiency disease
C1S,Hashimoto Disease
C1S,Hereditary Angioedema Type II
C1S,Hereditary Angioedema Types I and II
C1S,Hereditary Angioedema Type I
C1S,Complement Component C1s Deficiency
C1S,"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2"
C2,Dermatomyositis
C2,IGA Glomerulonephritis
C2,Lupus Vulgaris
C2,"Lupus Erythematosus, Discoid"
C2,"Lupus Erythematosus, Systemic"
C2,"Dermatitis, Irritant"
C2,Adult type dermatomyositis
C2,Age related macular degeneration
C2,"Dermatomyositis, Childhood Type"
C2,Complement deficiency disease
C2,Lupus Erythematosus
C2,COMPLEMENT COMPONENT 2 DEFICIENCY
C2,"MACULAR DEGENERATION, AGE-RELATED, 14"
C20orf181,Cocaine withdrawal
C2CD3,Mohr Syndrome
C2CD3,Orofaciodigital Syndromes
C2CD3,Saldino-Noonan Syndrome
C2CD3,Polydactyly
C2CD3,Gastrointestinal Stromal Tumors
C2CD3,Orofaciodigital Syndrome I
C2CD3,Gastrointestinal Stromal Sarcoma
C2CD3,OROFACIODIGITAL SYNDROME XIV
C2CD4A,"Diabetes Mellitus, Non-Insulin-Dependent"
C2CD4B,"Diabetes Mellitus, Non-Insulin-Dependent"
C2CD6,Colorectal Carcinoma
C2orf88,Juvenile-Onset Still Disease
C2orf88,Juvenile arthritis
C2orf88,Juvenile psoriatic arthritis
C2orf88,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
C2orf88,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
C3,Antibody Deficiency Syndrome
C3,Transient Ischemic Attack
C3,"Diabetes Mellitus, Non-Insulin-Dependent"
C3,Drug toxicity
C3,Membranous glomerulonephritis
C3,Hemolytic-Uremic Syndrome
C3,"Hepatitis, Toxic"
C3,Immunologic Deficiency Syndromes
C3,Insulin Resistance
C3,"Kidney Failure, Acute"
C3,Paratuberculosis
C3,Pemphigus
C3,Pemphigus Vulgaris
C3,Henoch-Schoenlein Purpura
C3,Adverse reaction to drug
C3,"Vasculitis, Hemorrhagic"
C3,Idiopathic Membranous Glomerulonephritis
C3,Rheumatoid Purpura
C3,Middle Cerebral Artery Syndrome
C3,Age related macular degeneration
C3,"Purpura, Nonthrombocytopenic"
C3,Pemphigus Foliaceus
C3,Complement deficiency disease
C3,Purpura Hemorrhagica
C3,Posterior Circulation Transient Ischemic Attack
C3,Middle Cerebral Artery Thrombosis
C3,Middle Cerebral Artery Occlusion
C3,"Infarction, Middle Cerebral Artery"
C3,Carotid Circulation Transient Ischemic Attack
C3,"Transient Ischemic Attack, Vertebrobasilar Circulation"
C3,Crescendo Transient Ischemic Attacks
C3,"Brain Stem Ischemia, Transient"
C3,Middle Cerebral Artery Embolus
C3,Left Middle Cerebral Artery Infarction
C3,"Embolic Infarction, Middle Cerebral Artery"
C3,"Thrombotic Infarction, Middle Cerebral Artery"
C3,Right Middle Cerebral Artery Infarction
C3,Drug-Induced Liver Disease
C3,Transient Cerebral Ischemia
C3,Insulin Sensitivity
C3,"Hepatitis, Drug-Induced"
C3,Complement component 3 deficiency
C3,"Transient Ischemic Attack, Anterior Circulation"
C3,Acute Kidney Insufficiency
C3,Heymann Nephritis
C3,"Macular Degeneration, Age-Related, 9"
C3,Acute kidney injury
C3,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5"
C3,Atypical Hemolytic Uremic Syndrome
C3,"COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE"
C3,Drug-Induced Acute Liver Injury
C3,C3 glomerulopathy
C3,Chemical and Drug Induced Liver Injury
C3,Chemically-Induced Liver Toxicity
C4A,Antibody Deficiency Syndrome
C4A,Behcet Syndrome
C4A,Immunologic Deficiency Syndromes
C4A,"Lupus Erythematosus, Systemic"
C4A,Complement deficiency disease
C4A,Complement Component 4a Deficiency
C4A,SYSTEMIC LUPUS ERYTHEMATOSUS 16
C4B,Autistic Disorder
C4B,Autoimmune Diseases
C4B,Drug Eruptions
C4B,"Lupus Erythematosus, Systemic"
C4B,Complement deficiency disease
C4B,Morbilliform Drug Reaction
C4B,Decreased serum complement C4b
C4orf19,Cholestasis
C4orf50,Malignant neoplasm of breast
C5,Antibody Deficiency Syndrome
C5,Immunologic Deficiency Syndromes
C5,"Lupus Erythematosus, Discoid"
C5,Peritonitis
C5,Complement deficiency disease
C5,Complement component 5 deficiency
C5,Primary Peritonitis
C5,Secondary Peritonitis
C5AR1,"Liver Cirrhosis, Experimental"
C5AR1,Endotoxic shock
C5AR1,Septic Shock
C5AR1,Toxic Shock Syndrome
C5orf34,Malignant neoplasm of breast
C5orf63,Drug abuse
C5orf63,Drug habituation
C5orf63,Drug Use Disorders
C5orf63,"Organic Mental Disorders, Substance-Induced"
C5orf63,Substance Dependence
C5orf63,Substance Use Disorders
C5orf63,Substance-Related Disorders
C5orf63,Substance abuse problem
C5orf63,Drug Dependence
C5orf63,Prescription Drug Abuse
C6,Calcinosis
C6,Heart valve disease
C6,Tumoral calcinosis
C6,Complement deficiency disease
C6,Microcalcification
C6,Complement Component 6 Deficiency
C7,"Liver Cirrhosis, Experimental"
C7,Complement deficiency disease
C7,Complement Component 7 Deficiency
C8A,Antibody Deficiency Syndrome
C8A,Immunologic Deficiency Syndromes
C8A,Meningitis
C8A,Pachymeningitis
C8A,Neisseriaceae Infections
C8A,Complement deficiency disease
C8A,"COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE I"
C8B,Antibody Deficiency Syndrome
C8B,Immunologic Deficiency Syndromes
C8B,Meningitis
C8B,Pachymeningitis
C8B,Neisseriaceae Infections
C8B,Juvenile-Onset Still Disease
C8B,Complement deficiency disease
C8B,"COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II"
C8B,Juvenile arthritis
C8B,Juvenile psoriatic arthritis
C8B,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
C8B,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
C8G,"Liver Cirrhosis, Experimental"
C8G,Complement deficiency disease
C8orf34,Colorectal Carcinoma
C8orf37,Disorder of eye
C8orf37,Retinitis Pigmentosa
C8orf37,Bardet-Biedl Syndrome
C8orf37,CONE-ROD DYSTROPHY 16
C8orf37,Cone-Rod Dystrophy 2
C8orf37,BARDET-BIEDL SYNDROME 21
C9,Antibody Deficiency Syndrome
C9,Dermatomyositis
C9,Facial Dermatoses
C9,Favre-Racouchot Syndrome
C9,Immunologic Deficiency Syndromes
C9,Meningococcal meningitis
C9,Opioid-Related Disorders
C9,Opioid abuse
C9,Erythema
C9,Adult type dermatomyositis
C9,Age related macular degeneration
C9,"Dermatomyositis, Childhood Type"
C9,Complement deficiency disease
C9,Nodular Elastoidosis
C9,Malignant mesothelioma
C9,Narcotic Abuse
C9,Opiate Addiction
C9,"Meningitis, Meningococcal, Serogroup A"
C9,"Meningitis, Meningococcal, Serogroup B"
C9,"Meningitis, Meningococcal, Serogroup C"
C9,"Meningitis, Meningococcal, Serogroup Y"
C9,"Meningitis, Meningococcal, Serogroup W-135"
C9,Narcotic Dependence
C9,Liver carcinoma
C9,C9 Deficiency
C9,"MACULAR DEGENERATION, AGE-RELATED, 15"
C9,Opiate Abuse
C9orf72,Amyotrophic Lateral Sclerosis
C9orf72,Psychotic Disorders
C9orf72,Schizoaffective Disorder
C9orf72,Schizophrenia
C9orf72,Juvenile-Onset Still Disease
C9orf72,Frontotemporal dementia
C9orf72,Semantic Dementia
C9orf72,Nonorganic psychosis
C9orf72,Amyotrophic Lateral Sclerosis With Dementia
C9orf72,"Amyotrophic Lateral Sclerosis, Guam Form"
C9orf72,Frontotemporal Lobar Degeneration
C9orf72,Primary Progressive Nonfluent Aphasia
C9orf72,Juvenile arthritis
C9orf72,Juvenile psoriatic arthritis
C9orf72,Frontotemporal Dementia With Motor Neuron Disease
C9orf72,Behavioral variant of frontotemporal dementia
C9orf72,"Polyarthritis, Juvenile, Rheumatoid Factor Negative"
C9orf72,"Polyarthritis, Juvenile, Rheumatoid Factor Positive"
CA1,Adenocarcinoma
CA1,Bagassosis
CA1,Malignant neoplasm of stomach
CA1,Pneumoconiosis
CA1,Stomach Neoplasms
CA1,"Adenocarcinoma, Basal Cell"
CA1,"Adenocarcinoma, Oxyphilic"
CA1,"Carcinoma, Cribriform"
CA1,"Carcinoma, Granular Cell"
CA1,"Adenocarcinoma, Tubular"
CA1,Squamous cell carcinoma of esophagus
CA1,Hereditary Diffuse Gastric Cancer
CA12,Lung Neoplasms
CA12,Malignant neoplasm of lung
CA12,Isolated hyperchlorhidrosis
CA2,Adenocarcinoma
CA2,"Osteoporosis, Age-Related"
CA2,Malignant neoplasm of stomach
CA2,Osteoporosis
CA2,"Osteoporosis, Senile"
CA2,Stomach Neoplasms
CA2,"Adenocarcinoma, Basal Cell"
CA2,"Adenocarcinoma, Oxyphilic"
CA2,"Carcinoma, Cribriform"
CA2,"Carcinoma, Granular Cell"
CA2,"Adenocarcinoma, Tubular"
CA2,Squamous cell carcinoma of esophagus
CA2,"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3"
CA2,Post-Traumatic Osteoporosis
CA2,Autism Spectrum Disorders
CA2,Hereditary Diffuse Gastric Cancer
CA2,"Renal tubular acidosis, distal, type 3"
CA2,Liver carcinoma
CA2,Intellectual Disability
CA3,Bagassosis
CA3,"Hepatitis, Toxic"
CA3,"Liver Cirrhosis, Experimental"
CA3,Obesity
CA3,Pneumoconiosis
CA3,Drug-Induced Liver Disease
CA3,"Hepatitis, Drug-Induced"
CA3,Drug-Induced Acute Liver Injury
CA3,Chemical and Drug Induced Liver Injury
CA3,Chemically-Induced Liver Toxicity
CA4,Disorder of eye
CA4,Retinitis Pigmentosa
CA4,Retinitis Pigmentosa 17
CA5A,"CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO"
CA8,Profound Mental Retardation
CA8,"Mental Retardation, Psychosocial"
CA8,Dysequilibrium syndrome
CA8,Mental deficiency
CA8,"Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 3"
CA8,Intellectual Disability
CA9,Anaplasia
CA9,Anoxemia
CA9,Anoxia
CA9,Noninfiltrating Intraductal Carcinoma
CA9,Non-Small Cell Lung Carcinoma
CA9,Pulmonary Hypertension
CA9,"Myeloid Leukemia, Chronic"
CA9,Hypoxia
CA9,Hypoxemia
CA9,Ductal Carcinoma
CA9,Atypical Ductal Breast Hyperplasia
CABCOCO1,Hepatomegaly
CABIN1,Cardiomegaly
CABIN1,Cardiac Hypertrophy
CABLES1,Colorectal Carcinoma
CABLES1,Colorectal Neoplasms
CABP2,Nonsyndromic Deafness
CABP2,"DEAFNESS, AUTOSOMAL RECESSIVE 93"
CABP4,Disorder of eye
CABP4,"Night blindness, congenital stationary"
CABP4,Autosomal Dominant Nocturnal Frontal Lobe Epilepsy
CABP4,"Cone-rod synaptic disorder, congenital nonprogressive"
CABYR,Colorectal Carcinoma
CABYR,Colorectal Neoplasms
CACNA1A,Akinetic Petit Mal
CACNA1A,Ataxia
CACNA1A,Bipolar Disorder
CACNA1A,Dystonia
CACNA1A,Absence Epilepsy
CACNA1A,"Ataxia, Spinocerebellar"
CACNA1A,Exfoliation Syndrome
CACNA1A,"Ataxia, Sensory"
CACNA1A,epilepsy and migraine
CACNA1A,"Ataxia, Motor"
CACNA1A,Alternating hemiplegia of childhood
CACNA1A,"Ataxia, Truncal"
CACNA1A,Abnormal coordination
CACNA1A,Epileptic encephalopathy
CACNA1A,"Ataxia, Appendicular"
CACNA1A,"Tremor, Rubral"
CACNA1A,"Epilepsy, Absence, Atypical"
CACNA1A,Spinocerebellar Ataxia Type 1
CACNA1A,Spinocerebellar Ataxia Type 2
CACNA1A,Spinocerebellar Ataxia Type 4
CACNA1A,Spinocerebellar Ataxia Type 5
CACNA1A,Spinocerebellar Ataxia Type 6 (disorder)
CACNA1A,Spinocerebellar Ataxia Type 7
CACNA1A,Episodic ataxia type 2 (disorder)
CACNA1A,"Hemiplegic migraine, familial type 1"
CACNA1A,Benign paroxysmal torticollis of infancy
CACNA1A,Childhood Absence Epilepsy
CACNA1A,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 42"
CACNA1A,Juvenile Absence Epilepsy
CACNA1A,"Epilepsy, Minor"
CACNA1A,Absence Seizure Disorder
CACNA1B,Bipolar Disorder
CACNA1B,Movement Disorders
CACNA1B,Schizophrenia
CACNA1B,Seizures
CACNA1B,Global developmental delay
CACNA1B,Developmental regression
CACNA1B,Intellectual Disability
CACNA1B,Peripheral Nervous System Diseases
CACNA1C,"Anemia, Sickle Cell"
CACNA1C,Antibody Deficiency Syndrome
CACNA1C,Anxiety Disorders
CACNA1C,Cardiac Arrhythmia
CACNA1C,Autistic Disorder
CACNA1C,Bipolar Disorder
CACNA1C,"Depression, Bipolar"
CACNA1C,Hypertrophic Cardiomyopathy
CACNA1C,Mental Depression
CACNA1C,Involutional Depression
CACNA1C,Depressive disorder
CACNA1C,Hypertensive disease
CACNA1C,Hypoglycemia
CACNA1C,Immunologic Deficiency Syndromes
CACNA1C,Manic Disorder
CACNA1C,Psychotic Disorders
CACNA1C,Schizophrenia
CACNA1C,"Stress Disorders, Traumatic"
CACNA1C,Syncope
CACNA1C,Unipolar Depression
CACNA1C,Sudden Cardiac Death
CACNA1C,Shortened QT interval
CACNA1C,Anhedonia
CACNA1C,"Limb Deformities, Congenital"
CACNA1C,Mental deterioration
CACNA1C,Fasting Hypoglycemia
CACNA1C,Reactive hypoglycemia
CACNA1C,Impaired cognition
CACNA1C,Manic
CACNA1C,Renal carnitine transport defect
CACNA1C,Nonorganic psychosis
CACNA1C,"Anxiety States, Neurotic"
CACNA1C,Akathisia
CACNA1C,Mood Disorders
CACNA1C,Brugada Syndrome (disorder)
CACNA1C,Major Depressive Disorder
CACNA1C,Mild cognitive disorder
CACNA1C,Anxiety neurosis (finding)
CACNA1C,Involutional paraphrenia
CACNA1C,"Psychosis, Involutional"
CACNA1C,Timothy syndrome
CACNA1C,Brugada Syndrome 3
CACNA1C,Psychomotor Agitation
CACNA1D,Adenoma
CACNA1D,Auriculo-Ventricular Dissociation
CACNA1D,Bipolar Disorder
CACNA1D,"Depression, Bipolar"
CACNA1D,Prelingual Deafness
CACNA1D,Deafness
CACNA1D,Heart Block
CACNA1D,Hyperaldosteronism
CACNA1D,Manic Disorder
CACNA1D,Sick Sinus Syndrome
CACNA1D,Supraventricular tachycardia
CACNA1D,"Hearing Loss, Extreme"
CACNA1D,"Adenoma, Basal Cell"
CACNA1D,Follicular adenoma
