gene,module
BLVRB,ESTROGEN_RESPONSE_LATE
BLVRB,XENOBIOTIC_METABOLISM
BLVRB,HEME_METABOLISM
BMF,APOPTOSIS
BMP1,APICAL_JUNCTION
BMP1,EPITHELIAL_MESENCHYMAL_TRANSITION
BMP1,COAGULATION
BMP2,TNFA_SIGNALING_VIA_NFKB
BMP2,TGF_BETA_SIGNALING
BMP2,APOPTOSIS
BMP2,P53_PATHWAY
BMP2,UV_RESPONSE_UP
BMP2,IL2_STAT5_SIGNALING
BMP2,KRAS_SIGNALING_UP
BMP2K,HEME_METABOLISM
BMP6,BILE_ACID_METABOLISM
BMPR1A,TGF_BETA_SIGNALING
BMPR1A,UV_RESPONSE_DN
BMPR1B,ANDROGEN_RESPONSE
BMPR1B,FATTY_ACID_METABOLISM
BMPR1B,KRAS_SIGNALING_DN
BMPR2,TGF_BETA_SIGNALING
BMPR2,IL2_STAT5_SIGNALING
BNIP3,PROTEIN_SECRETION
BNIP3L,HYPOXIA
BNIP3L,APOPTOSIS
BNIP3L,HEME_METABOLISM
BOLA2,DNA_REPAIR
BPGM,INTERFERON_GAMMA_RESPONSE
BPGM,HEME_METABOLISM
BPGM,KRAS_SIGNALING_UP
BPNT1,GLYCOLYSIS
BRAF,SPERMATOGENESIS
BRCA1,APOPTOSIS
BRCA1,APICAL_SURFACE
BRCA1,E2F_TARGETS
BRCA1,ALLOGRAFT_REJECTION
BRCA2,MITOTIC_SPINDLE
BRCA2,G2M_CHECKPOINT
BRCA2,E2F_TARGETS
BRDT,KRAS_SIGNALING_DN
BRF2,DNA_REPAIR
BRMS1L,E2F_TARGETS
BRPF3,COMPLEMENT
BRS3,HYPOXIA
BSG,UV_RESPONSE_UP
BSG,HEME_METABOLISM
BST2,INTERFERON_ALPHA_RESPONSE
BST2,INTERFERON_GAMMA_RESPONSE
BST2,INFLAMMATORY_RESPONSE
BTBD3,KRAS_SIGNALING_UP
BTC,KRAS_SIGNALING_UP
BTG1,TNFA_SIGNALING_VIA_NFKB
BTG1,HYPOXIA
BTG1,INTERFERON_GAMMA_RESPONSE
BTG1,P53_PATHWAY
BTG1,UV_RESPONSE_UP
BTG2,TNFA_SIGNALING_VIA_NFKB
BTG2,APOPTOSIS
BTG2,MTORC1_SIGNALING
BTG2,INFLAMMATORY_RESPONSE
BTG2,P53_PATHWAY
BTG2,UV_RESPONSE_UP
BTG2,HEME_METABOLISM
BTG2,KRAS_SIGNALING_DN
BTG3,TNFA_SIGNALING_VIA_NFKB
BTG3,APOPTOSIS
BTG3,ESTROGEN_RESPONSE_LATE
BTG3,UV_RESPONSE_UP
BTRC,HEME_METABOLISM
BUB1,MITOTIC_SPINDLE
BUB1,G2M_CHECKPOINT
BUB1,MTORC1_SIGNALING
BUB1,SPERMATOGENESIS
BUB1B,E2F_TARGETS
BUB3,G2M_CHECKPOINT
BUB3,MYC_TARGETS_V1
BYSL,MYC_TARGETS_V2
C1QA,COMPLEMENT
C1QA,COAGULATION
C1QBP,MYC_TARGETS_V1
C1QC,COMPLEMENT
C1R,INTERFERON_GAMMA_RESPONSE
C1R,COMPLEMENT
C1R,COAGULATION
C1S,INTERFERON_ALPHA_RESPONSE
C1S,INTERFERON_GAMMA_RESPONSE
C1S,COMPLEMENT
C1S,COAGULATION
C2,COMPLEMENT
C2,COAGULATION
C2,ALLOGRAFT_REJECTION
C3,ADIPOGENESIS
C3,COMPLEMENT
C3,HEME_METABOLISM
C3,COAGULATION
C3AR1,INFLAMMATORY_RESPONSE
C3AR1,KRAS_SIGNALING_UP
C4BPB,COMPLEMENT
C4BPB,UV_RESPONSE_UP
C5,KRAS_SIGNALING_DN
C5AR1,INFLAMMATORY_RESPONSE
C8A,COAGULATION
C8B,COAGULATION
C8G,COAGULATION
C9,COMPLEMENT
C9,COAGULATION
CA1,HEME_METABOLISM
CA2,ESTROGEN_RESPONSE_LATE
CA2,COMPLEMENT
CA2,XENOBIOTIC_METABOLISM
CA2,FATTY_ACID_METABOLISM
CA2,UV_RESPONSE_UP
CA2,HEME_METABOLISM
CA2,IL2_STAT5_SIGNALING
CA2,KRAS_SIGNALING_UP
CA4,FATTY_ACID_METABOLISM
CA6,FATTY_ACID_METABOLISM
CAB39,PI3K_AKT_MTOR_SIGNALING
CAB39L,PI3K_AKT_MTOR_SIGNALING
CAB39L,KRAS_SIGNALING_UP
CACNA1A,UV_RESPONSE_DN
CACNA1B,PEROXISOME
CACNA1F,KRAS_SIGNALING_DN
CACNA1H,MYOGENESIS
CACNA1H,GLYCOLYSIS
CACNA2D2,ESTROGEN_RESPONSE_LATE
CACNG1,MYOGENESIS
CACNG1,KRAS_SIGNALING_DN
CACYBP,MTORC1_SIGNALING
CAD,MYC_TARGETS_V1
CADM1,EPITHELIAL_MESENCHYMAL_TRANSITION
CADM1,PEROXISOME
CADM3,APICAL_JUNCTION
CALB2,ESTROGEN_RESPONSE_EARLY
CALB2,APICAL_JUNCTION
CALCB,KRAS_SIGNALING_DN
CALCR,ESTROGEN_RESPONSE_EARLY
CALCR,ESTROGEN_RESPONSE_LATE
CALCRL,INFLAMMATORY_RESPONSE
CALD1,EPITHELIAL_MESENCHYMAL_TRANSITION
CALM1,COMPLEMENT
CALM3,COMPLEMENT
CALML5,KRAS_SIGNALING_DN
CALR,UNFOLDED_PROTEIN_RESPONSE
CALR,PI3K_AKT_MTOR_SIGNALING
CALR,MTORC1_SIGNALING
CALU,EPITHELIAL_MESENCHYMAL_TRANSITION
CAMK1D,KRAS_SIGNALING_DN
CAMK2B,MYOGENESIS
CAMK4,PI3K_AKT_MTOR_SIGNALING
CAMK4,SPERMATOGENESIS
CAMKK2,ANDROGEN_RESPONSE
CANT1,DNA_REPAIR
CANT1,ESTROGEN_RESPONSE_EARLY
CANX,MTORC1_SIGNALING
CANX,MYC_TARGETS_V1
CAP1,APICAL_JUNCTION
CAP2,EPITHELIAL_MESENCHYMAL_TRANSITION
CAP2,UV_RESPONSE_DN
CAPG,EPITHELIAL_MESENCHYMAL_TRANSITION
CAPG,IL2_STAT5_SIGNALING
CAPG,ALLOGRAFT_REJECTION
CAPN2,COAGULATION
CAPN3,IL2_STAT5_SIGNALING
CAPN5,GLYCOLYSIS
CAPN5,COAGULATION
CAPN9,KRAS_SIGNALING_DN
CAPZB,MITOTIC_SPINDLE
CARTPT,ALLOGRAFT_REJECTION
CASP1,APOPTOSIS
CASP1,INTERFERON_ALPHA_RESPONSE
CASP1,INTERFERON_GAMMA_RESPONSE
CASP1,COMPLEMENT
CASP1,P53_PATHWAY
CASP10,COMPLEMENT
CASP2,APOPTOSIS
CASP3,APOPTOSIS
CASP3,INTERFERON_GAMMA_RESPONSE
CASP3,COMPLEMENT
CASP3,UV_RESPONSE_UP
CASP3,IL2_STAT5_SIGNALING
CASP4,APOPTOSIS
CASP4,INTERFERON_GAMMA_RESPONSE
CASP4,COMPLEMENT
CASP5,COMPLEMENT
CASP6,HYPOXIA
CASP6,APOPTOSIS
CASP6,XENOBIOTIC_METABOLISM
CASP6,GLYCOLYSIS
CASP7,APOPTOSIS
CASP7,INTERFERON_GAMMA_RESPONSE
CASP7,COMPLEMENT
CASP7,OXIDATIVE_PHOSPHORYLATION
CASP8,APOPTOSIS
CASP8,INTERFERON_ALPHA_RESPONSE
CASP8,INTERFERON_GAMMA_RESPONSE
CASP8AP2,G2M_CHECKPOINT
CASP9,APOPTOSIS
CASP9,COMPLEMENT
CASP9,COAGULATION
CASQ1,MYOGENESIS
CASQ2,MYOGENESIS
CAST,HEME_METABOLISM
CAT,ADIPOGENESIS
CAT,XENOBIOTIC_METABOLISM
CAT,REACTIVE_OXIGEN_SPECIES_PATHWAY
CAT,HEME_METABOLISM
CAT,BILE_ACID_METABOLISM
CAT,PEROXISOME
CAV1,HYPOXIA
CAV1,APOPTOSIS
CAV1,ESTROGEN_RESPONSE_LATE
CAV1,UV_RESPONSE_DN
CAV2,PROTEIN_SECRETION
CAV3,MYOGENESIS
CBFA2T3,ESTROGEN_RESPONSE_EARLY
CBL,IL6_JAK_STAT3_SIGNALING
CBL,KRAS_SIGNALING_UP
CBLB,COMPLEMENT
CBR1,XENOBIOTIC_METABOLISM
CBR1,FATTY_ACID_METABOLISM
CBR3,FATTY_ACID_METABOLISM
CBR4,KRAS_SIGNALING_UP
CBX1,G2M_CHECKPOINT
CBX3,MYC_TARGETS_V1
CBX3,MYC_TARGETS_V2
CBX5,E2F_TARGETS
CBX8,KRAS_SIGNALING_UP
CCDC106,KRAS_SIGNALING_DN
CCDC58,FATTY_ACID_METABOLISM
CCDC88A,MITOTIC_SPINDLE
CCK,UV_RESPONSE_UP
CCL11,ALLOGRAFT_REJECTION
CCL13,ALLOGRAFT_REJECTION
CCL17,INFLAMMATORY_RESPONSE
CCL19,ALLOGRAFT_REJECTION
CCL2,TNFA_SIGNALING_VIA_NFKB
CCL2,INTERFERON_GAMMA_RESPONSE
CCL2,UNFOLDED_PROTEIN_RESPONSE
CCL2,INFLAMMATORY_RESPONSE
CCL2,ALLOGRAFT_REJECTION
CCL20,TNFA_SIGNALING_VIA_NFKB
CCL20,INFLAMMATORY_RESPONSE
CCL20,KRAS_SIGNALING_UP
CCL22,INFLAMMATORY_RESPONSE
CCL22,ALLOGRAFT_REJECTION
CCL24,INFLAMMATORY_RESPONSE
CCL25,XENOBIOTIC_METABOLISM
CCL4,TNFA_SIGNALING_VIA_NFKB
CCL4,ALLOGRAFT_REJECTION
CCL5,TNFA_SIGNALING_VIA_NFKB
CCL5,INTERFERON_GAMMA_RESPONSE
CCL5,COMPLEMENT
CCL5,INFLAMMATORY_RESPONSE
CCL5,ALLOGRAFT_REJECTION
CCL7,IL6_JAK_STAT3_SIGNALING
CCL7,INTERFERON_GAMMA_RESPONSE
CCL7,INFLAMMATORY_RESPONSE
CCL7,ALLOGRAFT_REJECTION
CCNA1,APOPTOSIS
CCNA1,ESTROGEN_RESPONSE_LATE
CCNA1,SPERMATOGENESIS
CCNA1,KRAS_SIGNALING_DN
CCNA2,G2M_CHECKPOINT
CCNA2,MYC_TARGETS_V1
CCNB2,MITOTIC_SPINDLE
CCNB2,G2M_CHECKPOINT
CCNB2,E2F_TARGETS
CCNB2,SPERMATOGENESIS
CCND1,TNFA_SIGNALING_VIA_NFKB
CCND1,G2M_CHECKPOINT
CCND1,APOPTOSIS
CCND1,NOTCH_SIGNALING
CCND1,ESTROGEN_RESPONSE_EARLY
CCND1,ESTROGEN_RESPONSE_LATE
CCND1,ANDROGEN_RESPONSE
CCND2,WNT_BETA_CATENIN_SIGNALING
CCND2,APOPTOSIS
CCND2,P53_PATHWAY
CCND2,ANGIOGENESIS
CCND2,IL2_STAT5_SIGNALING
CCND2,ALLOGRAFT_REJECTION
CCND2,KRAS_SIGNALING_UP
CCND3,ANDROGEN_RESPONSE
CCND3,P53_PATHWAY
CCND3,UV_RESPONSE_UP
CCND3,HEME_METABOLISM
CCND3,IL2_STAT5_SIGNALING
CCND3,ALLOGRAFT_REJECTION
CCNE1,E2F_TARGETS
CCNE1,UV_RESPONSE_UP
CCNE1,IL2_STAT5_SIGNALING
CCNF,G2M_CHECKPOINT
CCNF,MTORC1_SIGNALING
CCNG1,MTORC1_SIGNALING
CCNG1,P53_PATHWAY
CCNG2,HYPOXIA
CCNG2,ADIPOGENESIS
CCNK,P53_PATHWAY
CCNL1,TNFA_SIGNALING_VIA_NFKB
CCNO,DNA_REPAIR
CCNT1,G2M_CHECKPOINT
CCP110,E2F_TARGETS
CCP110,P53_PATHWAY
CCR1,IL6_JAK_STAT3_SIGNALING
CCR1,ALLOGRAFT_REJECTION
CCR2,ALLOGRAFT_REJECTION
CCR4,IL2_STAT5_SIGNALING
CCR5,ALLOGRAFT_REJECTION
CCR7,INFLAMMATORY_RESPONSE
CCR8,KRAS_SIGNALING_DN
CCRL2,TNFA_SIGNALING_VIA_NFKB
CCRL2,INTERFERON_ALPHA_RESPONSE
CCRL2,INFLAMMATORY_RESPONSE
CCT2,MYC_TARGETS_V1
CCT3,MYC_TARGETS_V1
CCT4,MYC_TARGETS_V1
CCT5,MYC_TARGETS_V1
CCT6A,MTORC1_SIGNALING
CCT6B,SPERMATOGENESIS
CCT7,MYC_TARGETS_V1
CD14,IL6_JAK_STAT3_SIGNALING
CD14,APOPTOSIS
CD14,INFLAMMATORY_RESPONSE
CD151,ADIPOGENESIS
CD160,APICAL_SURFACE
CD1D,FATTY_ACID_METABOLISM
CD1D,ALLOGRAFT_REJECTION
CD2,APOPTOSIS
CD2,ALLOGRAFT_REJECTION
CD207,KRAS_SIGNALING_DN
CD209,APICAL_JUNCTION
CD247,ALLOGRAFT_REJECTION
CD274,INTERFERON_GAMMA_RESPONSE
CD274,APICAL_JUNCTION
CD276,APICAL_JUNCTION
CD28,ALLOGRAFT_REJECTION
CD2AP,MITOTIC_SPINDLE
CD34,APICAL_JUNCTION
CD36,IL6_JAK_STAT3_SIGNALING
CD36,ADIPOGENESIS
CD36,MYOGENESIS
CD36,COMPLEMENT
CD36,XENOBIOTIC_METABOLISM
CD36,FATTY_ACID_METABOLISM
CD38,IL6_JAK_STAT3_SIGNALING
CD38,APOPTOSIS
CD38,INTERFERON_GAMMA_RESPONSE
CD3D,ALLOGRAFT_REJECTION
CD3E,ALLOGRAFT_REJECTION
CD3G,ALLOGRAFT_REJECTION
CD4,ALLOGRAFT_REJECTION
CD40,INTERFERON_GAMMA_RESPONSE
CD40,INFLAMMATORY_RESPONSE
CD40,ALLOGRAFT_REJECTION
CD40LG,COMPLEMENT
CD40LG,ALLOGRAFT_REJECTION
CD40LG,KRAS_SIGNALING_DN
CD44,TNFA_SIGNALING_VIA_NFKB
CD44,IL6_JAK_STAT3_SIGNALING
CD44,APOPTOSIS
CD44,ESTROGEN_RESPONSE_EARLY
CD44,ESTROGEN_RESPONSE_LATE
CD44,EPITHELIAL_MESENCHYMAL_TRANSITION
CD44,GLYCOLYSIS
CD44,IL2_STAT5_SIGNALING
CD46,COMPLEMENT
CD47,INTERFERON_ALPHA_RESPONSE
CD47,ALLOGRAFT_REJECTION
CD48,INFLAMMATORY_RESPONSE
CD48,IL2_STAT5_SIGNALING
CD55,COMPLEMENT
CD55,INFLAMMATORY_RESPONSE
CD59,COMPLEMENT
CD59,EPITHELIAL_MESENCHYMAL_TRANSITION
CD63,PROTEIN_SECRETION
CD69,TNFA_SIGNALING_VIA_NFKB
CD69,APOPTOSIS
CD69,INTERFERON_GAMMA_RESPONSE
CD69,INFLAMMATORY_RESPONSE
CD7,ALLOGRAFT_REJECTION
CD70,INFLAMMATORY_RESPONSE
CD74,INTERFERON_ALPHA_RESPONSE
CD74,INTERFERON_GAMMA_RESPONSE
CD74,ALLOGRAFT_REJECTION
CD79A,ALLOGRAFT_REJECTION
CD79B,IL2_STAT5_SIGNALING
CD80,TNFA_SIGNALING_VIA_NFKB
CD80,ALLOGRAFT_REJECTION
CD80,KRAS_SIGNALING_DN
CD81,P53_PATHWAY
CD81,IL2_STAT5_SIGNALING
CD83,TNFA_SIGNALING_VIA_NFKB
CD83,IL2_STAT5_SIGNALING
CD86,INTERFERON_GAMMA_RESPONSE
CD86,APICAL_JUNCTION
CD86,IL2_STAT5_SIGNALING
CD86,ALLOGRAFT_REJECTION
CD8A,ALLOGRAFT_REJECTION
CD8B,ALLOGRAFT_REJECTION
CD9,CHOLESTEROL_HOMEOSTASIS
CD9,IL6_JAK_STAT3_SIGNALING
CD9,ESTROGEN_RESPONSE_LATE
CD9,MTORC1_SIGNALING
CD9,COAGULATION
CD96,ALLOGRAFT_REJECTION
CD99,APICAL_JUNCTION
CDA,DNA_REPAIR
CDA,COMPLEMENT
CDA,XENOBIOTIC_METABOLISM
CDC14B,ANDROGEN_RESPONSE
CDC20,G2M_CHECKPOINT
CDC20,ESTROGEN_RESPONSE_LATE
CDC20,E2F_TARGETS
CDC20,MYC_TARGETS_V1
CDC25A,G2M_CHECKPOINT
CDC25A,MTORC1_SIGNALING
CDC25A,E2F_TARGETS
CDC25B,G2M_CHECKPOINT
CDC25B,APOPTOSIS
CDC25B,E2F_TARGETS
CDC27,MITOTIC_SPINDLE
CDC27,G2M_CHECKPOINT
CDC27,HEME_METABOLISM
CDC34,UV_RESPONSE_UP
CDC42,MITOTIC_SPINDLE
CDC42BPA,MITOTIC_SPINDLE
CDC42BPA,UV_RESPONSE_DN
CDC42EP2,MITOTIC_SPINDLE
CDC42EP4,MITOTIC_SPINDLE
CDC45,G2M_CHECKPOINT
CDC45,MYC_TARGETS_V1
CDC5L,UV_RESPONSE_UP
CDC6,G2M_CHECKPOINT
CDC6,ESTROGEN_RESPONSE_LATE
CDC6,IL2_STAT5_SIGNALING
CDC7,G2M_CHECKPOINT
CDCA3,E2F_TARGETS
CDCA8,E2F_TARGETS
CDCP1,IL2_STAT5_SIGNALING
CDH1,TGF_BETA_SIGNALING
CDH1,ESTROGEN_RESPONSE_LATE
CDH1,APICAL_JUNCTION
CDH11,APICAL_JUNCTION
CDH11,EPITHELIAL_MESENCHYMAL_TRANSITION
CDH13,MYOGENESIS
CDH13,COMPLEMENT
CDH13,P53_PATHWAY
CDH15,APICAL_JUNCTION
CDH2,EPITHELIAL_MESENCHYMAL_TRANSITION
CDH3,APICAL_JUNCTION
CDH4,APICAL_JUNCTION
CDH6,APICAL_JUNCTION
CDH6,EPITHELIAL_MESENCHYMAL_TRANSITION
CDH8,APICAL_JUNCTION
CDK1,MITOTIC_SPINDLE
CDK1,G2M_CHECKPOINT
CDK1,PI3K_AKT_MTOR_SIGNALING
CDK1,E2F_TARGETS
CDK1,GLYCOLYSIS
CDK1,SPERMATOGENESIS
CDK13,UV_RESPONSE_DN
CDK2,APOPTOSIS
CDK2,PI3K_AKT_MTOR_SIGNALING
CDK2,MYC_TARGETS_V1
CDK2,UV_RESPONSE_UP
CDK4,G2M_CHECKPOINT
CDK4,PI3K_AKT_MTOR_SIGNALING
CDK4,E2F_TARGETS
CDK4,MYC_TARGETS_V1
CDK4,MYC_TARGETS_V2
CDK5R1,HEDGEHOG_SIGNALING
CDK5R1,COMPLEMENT
CDK5R1,P53_PATHWAY
CDK5RAP2,MITOTIC_SPINDLE
CDK6,ANDROGEN_RESPONSE
CDK6,HEDGEHOG_SIGNALING
CDK7,PEROXISOME
CDK8,APICAL_JUNCTION
CDK9,TGF_BETA_SIGNALING
CDKAL1,KRAS_SIGNALING_DN
CDKN1A,TNFA_SIGNALING_VIA_NFKB
CDKN1A,HYPOXIA
CDKN1A,APOPTOSIS
CDKN1A,MYOGENESIS
CDKN1A,INTERFERON_GAMMA_RESPONSE
CDKN1A,PI3K_AKT_MTOR_SIGNALING
CDKN1A,MTORC1_SIGNALING
CDKN1A,E2F_TARGETS
CDKN1A,INFLAMMATORY_RESPONSE
CDKN1A,P53_PATHWAY
CDKN1B,HYPOXIA
CDKN1B,G2M_CHECKPOINT
CDKN1B,APOPTOSIS
CDKN1B,PI3K_AKT_MTOR_SIGNALING
CDKN1B,E2F_TARGETS
CDKN1B,UV_RESPONSE_DN
CDKN1C,HYPOXIA
CDKN1C,TGF_BETA_SIGNALING
CDKN1C,UV_RESPONSE_UP
CDKN1C,IL2_STAT5_SIGNALING
CDKN2A,E2F_TARGETS
CDKN2A,P53_PATHWAY
CDKN2A,ALLOGRAFT_REJECTION
CDKN2AIP,P53_PATHWAY
CDKN2B,P53_PATHWAY
CDKN2B,UV_RESPONSE_UP
CDKN2C,G2M_CHECKPOINT
CDKN2C,ADIPOGENESIS
CDKN2C,E2F_TARGETS
CDKN2D,REACTIVE_OXIGEN_SPECIES_PATHWAY
CDKN3,G2M_CHECKPOINT
CDKN3,E2F_TARGETS
CDKN3,SPERMATOGENESIS
CDO1,XENOBIOTIC_METABOLISM
CDO1,UV_RESPONSE_UP
CDON,UV_RESPONSE_DN
CDSN,APICAL_JUNCTION
CEBPA,P53_PATHWAY
CEBPB,TNFA_SIGNALING_VIA_NFKB
CEBPB,COMPLEMENT
CEBPB,UNFOLDED_PROTEIN_RESPONSE
CEBPD,TNFA_SIGNALING_VIA_NFKB
CEBPG,UNFOLDED_PROTEIN_RESPONSE
CEBPG,UV_RESPONSE_UP
CEL,FATTY_ACID_METABOLISM
CEL,PEROXISOME
CELF2,UV_RESPONSE_DN
CELSR1,ESTROGEN_RESPONSE_EARLY
CELSR1,HEDGEHOG_SIGNALING
CELSR2,ESTROGEN_RESPONSE_EARLY
CELSR2,ESTROGEN_RESPONSE_LATE
CELSR2,KRAS_SIGNALING_DN
CENPA,G2M_CHECKPOINT
CENPA,GLYCOLYSIS
CENPE,MITOTIC_SPINDLE
CENPE,G2M_CHECKPOINT
CENPE,E2F_TARGETS
CENPF,MITOTIC_SPINDLE
CENPF,G2M_CHECKPOINT
CENPJ,MITOTIC_SPINDLE
CENPM,E2F_TARGETS
CENPN,ANDROGEN_RESPONSE
CEP131,MITOTIC_SPINDLE
CEP192,MITOTIC_SPINDLE
CEP250,MITOTIC_SPINDLE
CEP57,MITOTIC_SPINDLE
CEP72,MITOTIC_SPINDLE
CES1,XENOBIOTIC_METABOLISM
CETN2,DNA_REPAIR
CFB,INTERFERON_GAMMA_RESPONSE
CFB,COMPLEMENT
CFB,XENOBIOTIC_METABOLISM
CFB,COAGULATION
CFB,KRAS_SIGNALING_UP
CFD,MYOGENESIS
CFD,COAGULATION
CFH,INTERFERON_GAMMA_RESPONSE
CFH,COMPLEMENT
CFH,COAGULATION
CFH,KRAS_SIGNALING_UP
CFI,COAGULATION
CFL1,PI3K_AKT_MTOR_SIGNALING
CFLAR,TNFA_SIGNALING_VIA_NFKB
CFLAR,APOPTOSIS
CFP,MTORC1_SIGNALING
CFP,ALLOGRAFT_REJECTION
CFTR,SPERMATOGENESIS
CGRRF1,P53_PATHWAY
CH25H,BILE_ACID_METABOLISM
CHAF1A,G2M_CHECKPOINT
CHCHD10,ADIPOGENESIS
CHEK1,G2M_CHECKPOINT
CHEK1,E2F_TARGETS
CHEK2,E2F_TARGETS
CHFR,SPERMATOGENESIS
CHGA,PANCREAS_BETA_CELLS
CHKA,CHOLESTEROL_HOMEOSTASIS
CHKA,UV_RESPONSE_UP
CHMP1A,G2M_CHECKPOINT
CHPF,GLYCOLYSIS
CHPF2,GLYCOLYSIS
CHPT1,ESTROGEN_RESPONSE_EARLY
CHPT1,ESTROGEN_RESPONSE_LATE
CHRM4,SPERMATOGENESIS
CHRNA1,MYOGENESIS
CHRNA5,UV_RESPONSE_UP
CHRNB1,MYOGENESIS
CHRNG,MYOGENESIS
CHRNG,KRAS_SIGNALING_DN
CHST1,GLYCOLYSIS
CHST12,GLYCOLYSIS
CHST2,HYPOXIA
CHST2,INFLAMMATORY_RESPONSE
CHST2,GLYCOLYSIS
CHST2,KRAS_SIGNALING_DN
CHST3,HYPOXIA
CHST4,GLYCOLYSIS
CHST6,GLYCOLYSIS
CHST8,ESTROGEN_RESPONSE_LATE
CHUK,ADIPOGENESIS
CIDEA,ADIPOGENESIS
CIDEA,FATTY_ACID_METABOLISM
CIDEA,KRAS_SIGNALING_UP
CIITA,INTERFERON_GAMMA_RESPONSE
CIR1,HEME_METABOLISM
CISH,ESTROGEN_RESPONSE_EARLY
CISH,ESTROGEN_RESPONSE_LATE
CISH,IL2_STAT5_SIGNALING
CIT,E2F_TARGETS
CITED2,HYPOXIA
CITED2,GLYCOLYSIS
CITED2,UV_RESPONSE_DN
CKAP4,IL2_STAT5_SIGNALING
CKAP5,MITOTIC_SPINDLE
CKB,ESTROGEN_RESPONSE_LATE
CKB,MYOGENESIS
CKM,MYOGENESIS
CKM,KRAS_SIGNALING_DN
CKMT2,MYOGENESIS
CKS1B,G2M_CHECKPOINT
CKS1B,UNFOLDED_PROTEIN_RESPONSE
CKS1B,E2F_TARGETS
CKS2,G2M_CHECKPOINT
CKS2,E2F_TARGETS
CLASP1,MITOTIC_SPINDLE
CLCA2,P53_PATHWAY
CLCF1,TNFA_SIGNALING_VIA_NFKB
CLCN2,UV_RESPONSE_UP
CLCN3,PROTEIN_SECRETION
CLCN3,HEME_METABOLISM
CLDN11,APICAL_JUNCTION
CLDN14,APICAL_JUNCTION
CLDN15,APICAL_JUNCTION
CLDN16,KRAS_SIGNALING_DN
CLDN18,APICAL_JUNCTION
CLDN19,APICAL_JUNCTION
CLDN3,GLYCOLYSIS
CLDN4,APICAL_JUNCTION
CLDN5,APICAL_JUNCTION
CLDN6,APICAL_JUNCTION
CLDN7,ESTROGEN_RESPONSE_EARLY
CLDN7,APICAL_JUNCTION
CLDN8,APICAL_JUNCTION
CLDN8,KRAS_SIGNALING_DN
CLDN9,APICAL_JUNCTION
CLDN9,GLYCOLYSIS
CLEC5A,INFLAMMATORY_RESPONSE
CLGN,SPERMATOGENESIS
CLIC2,HEME_METABOLISM
CLIC3,ESTROGEN_RESPONSE_EARLY
CLIC3,ESTROGEN_RESPONSE_LATE
CLIP1,MITOTIC_SPINDLE
CLIP2,MITOTIC_SPINDLE
CLN5,PROTEIN_SECRETION
CLN6,GLYCOLYSIS
CLN6,PEROXISOME
CLN8,PEROXISOME
CLNS1A,MYC_TARGETS_V1
CLP1,DNA_REPAIR
CLPB,SPERMATOGENESIS
CLPS,KRAS_SIGNALING_DN
CLTA,PROTEIN_SECRETION
CLTB,UV_RESPONSE_UP
CLTC,PROTEIN_SECRETION
CLTC,PI3K_AKT_MTOR_SIGNALING
CLU,CHOLESTEROL_HOMEOSTASIS
CLU,APOPTOSIS
CLU,MYOGENESIS
CLU,COMPLEMENT
CLU,COAGULATION
CLVS1,SPERMATOGENESIS
CMBL,ADIPOGENESIS
CMKLR1,INTERFERON_GAMMA_RESPONSE
CMKLR1,INFLAMMATORY_RESPONSE
CMKLR1,KRAS_SIGNALING_UP
CMPK1,ADIPOGENESIS
CMPK2,DNA_REPAIR
CMPK2,INTERFERON_ALPHA_RESPONSE
CMPK2,INTERFERON_GAMMA_RESPONSE
CMTR1,INTERFERON_ALPHA_RESPONSE
CMTR1,INTERFERON_GAMMA_RESPONSE
CNBP,MYC_TARGETS_V1
CNBP,PEROXISOME
CNDP2,XENOBIOTIC_METABOLISM
CNIH2,SPERMATOGENESIS
CNN2,APICAL_JUNCTION
CNOT2,UNFOLDED_PROTEIN_RESPONSE
CNOT4,UNFOLDED_PROTEIN_RESPONSE
CNOT6,UNFOLDED_PROTEIN_RESPONSE
CNP,INTERFERON_ALPHA_RESPONSE
CNP,UV_RESPONSE_UP
CNTFR,IL6_JAK_STAT3_SIGNALING
CNTFR,HEDGEHOG_SIGNALING
CNTFR,KRAS_SIGNALING_DN
CNTN1,APICAL_JUNCTION
CNTRL,MITOTIC_SPINDLE
COCH,IL2_STAT5_SIGNALING
COG2,PROTEIN_SECRETION
COG2,GLYCOLYSIS
COIL,SPERMATOGENESIS
COL11A1,EPITHELIAL_MESENCHYMAL_TRANSITION
COL11A1,UV_RESPONSE_DN
COL12A1,EPITHELIAL_MESENCHYMAL_TRANSITION
COL15A1,ADIPOGENESIS
COL15A1,MYOGENESIS
COL16A1,APICAL_JUNCTION
COL16A1,EPITHELIAL_MESENCHYMAL_TRANSITION
COL17A1,APICAL_JUNCTION
COL1A1,MYOGENESIS
COL1A1,EPITHELIAL_MESENCHYMAL_TRANSITION
COL1A1,UV_RESPONSE_DN
COL1A2,EPITHELIAL_MESENCHYMAL_TRANSITION
COL1A2,UV_RESPONSE_DN
COL2A1,UV_RESPONSE_UP
COL2A1,KRAS_SIGNALING_DN
COL3A1,MYOGENESIS
COL3A1,EPITHELIAL_MESENCHYMAL_TRANSITION
COL3A1,UV_RESPONSE_DN
COL3A1,ANGIOGENESIS
COL4A1,ADIPOGENESIS
COL4A1,EPITHELIAL_MESENCHYMAL_TRANSITION
COL4A2,MYOGENESIS
COL4A2,COMPLEMENT
